Date,Day,Meal_Time,Food_Item,Category,Students_Count,Quantity_Prepared,Quantity_Sold,Food_Waste,Price,Weather,Special_Event,Rating
2025-07-15,Tuesday,Evening,Idli,Breakfast,343,127,73,54,35,Cloudy,No,3.7
2025-02-24,Monday,Lunch,Samosa,Snacks,335,129,79,50,20,Rainy,Yes,4.8
2025-04-26,Saturday,Breakfast,Pav Bhaji,Meals,352,116,57,59,70,Sunny,No,3.4
2025-10-10,Friday,Lunch,Samosa,Snacks,539,180,172,8,20,Sunny,Yes,3.2
2025-04-30,Wednesday,Lunch,Masala Dosa,Meals,570,157,140,17,60,Rainy,Yes,4.3
2025-03-07,Friday,Breakfast,Veg Sandwich,Snacks,192,95,37,58,40,Cloudy,Yes,5.0
2025-03-06,Thursday,Evening,Tea,Drinks,546,160,146,14,15,Sunny,No,5.0
2025-10-12,Sunday,Evening,Tea,Drinks,365,129,77,52,15,Sunny,Yes,4.2
2025-07-31,Thursday,Lunch,Cold Drink,Drinks,426,159,145,14,30,Cloudy,Yes,4.2
2025-08-20,Wednesday,Lunch,Tea,Drinks,437,152,131,21,15,Sunny,Yes,3.7
2025-02-11,Tuesday,Breakfast,Veg Sandwich,Snacks,215,94,31,63,40,Rainy,No,4.1
2025-04-08,Tuesday,Lunch,Veg Sandwich,Snacks,567,162,147,15,40,Rainy,Yes,3.7
2025-03-07,Friday,Evening,Tea,Drinks,460,131,90,41,15,Cloudy,No,4.3
2025-01-29,Wednesday,Evening,Samosa,Snacks,582,181,181,0,20,Sunny,Yes,3.6
2025-04-11,Friday,Breakfast,Vada Pav,Snacks,271,112,60,52,25,Rainy,No,3.1
2025-02-20,Thursday,Evening,Cold Drink,Drinks,343,128,87,41,30,Cloudy,No,3.2
2025-02-07,Friday,Lunch,Samosa,Snacks,533,183,183,0,20,Cloudy,No,4.3
2025-05-10,Saturday,Lunch,Pav Bhaji,Meals,459,157,141,16,70,Sunny,Yes,3.7
2025-11-01,Saturday,Lunch,Cold Drink,Drinks,227,93,27,66,30,Cloudy,Yes,3.0
2025-08-22,Friday,Breakfast,Masala Dosa,Meals,245,90,24,66,60,Sunny,No,4.7
2025-09-16,Tuesday,Evening,Veg Thali,Meals,589,186,178,8,90,Rainy,Yes,3.4
2025-05-17,Saturday,Evening,Coffee,Drinks,275,114,56,58,25,Sunny,Yes,4.1
2025-09-28,Sunday,Evening,Idli,Breakfast,263,105,41,64,35,Sunny,Yes,3.6
2025-05-20,Tuesday,Breakfast,Cold Drink,Drinks,599,180,172,8,30,Sunny,Yes,3.9
2025-02-13,Thursday,Breakfast,Idli,Breakfast,401,136,91,45,35,Sunny,Yes,3.1
2025-11-24,Monday,Breakfast,Veg Sandwich,Snacks,199,82,22,60,40,Cloudy,Yes,4.9
2025-11-03,Monday,Lunch,Cold Drink,Drinks,304,122,69,53,30,Rainy,No,4.9
2025-11-24,Monday,Breakfast,Veg Sandwich,Snacks,447,150,121,29,40,Cloudy,No,4.7
2025-08-07,Thursday,Evening,Masala Dosa,Meals,202,91,29,62,60,Sunny,Yes,3.7
2025-02-09,Sunday,Evening,Veg Thali,Meals,221,92,37,55,90,Sunny,Yes,4.6
2025-03-26,Wednesday,Lunch,Samosa,Snacks,282,116,61,55,20,Cloudy,Yes,3.0
2025-07-13,Sunday,Breakfast,Masala Dosa,Meals,266,111,54,57,60,Sunny,No,3.1
2025-12-06,Saturday,Lunch,Veg Thali,Meals,568,160,147,13,90,Cloudy,Yes,4.6
2025-12-07,Sunday,Lunch,Idli,Breakfast,599,162,142,20,35,Sunny,No,3.8
2025-08-12,Tuesday,Evening,Cold Drink,Drinks,392,120,62,58,30,Rainy,No,4.9
2025-04-13,Sunday,Lunch,Vada Pav,Snacks,227,100,43,57,25,Rainy,No,3.5
2025-05-04,Sunday,Lunch,Masala Dosa,Meals,457,163,144,19,60,Sunny,No,4.6
2025-09-20,Saturday,Evening,Cold Drink,Drinks,429,124,73,51,30,Sunny,Yes,4.6
2025-10-12,Sunday,Evening,Vada Pav,Snacks,238,105,44,61,25,Rainy,Yes,4.4
2025-06-22,Sunday,Evening,Tea,Drinks,219,101,38,63,15,Sunny,No,4.3
2025-04-27,Sunday,Lunch,Vada Pav,Snacks,223,93,28,65,25,Cloudy,No,3.5
2025-05-21,Wednesday,Breakfast,Masala Dosa,Meals,152,84,29,55,60,Cloudy,No,3.7
2025-08-13,Wednesday,Lunch,Tea,Drinks,156,80,24,56,15,Rainy,No,3.3
2025-03-05,Wednesday,Lunch,Veg Thali,Meals,271,103,46,57,90,Cloudy,Yes,3.6
2025-11-12,Wednesday,Evening,Cold Drink,Drinks,438,129,77,52,30,Sunny,Yes,3.9
2025-07-30,Wednesday,Lunch,Tea,Drinks,371,140,98,42,15,Rainy,Yes,4.7
2025-07-20,Sunday,Evening,Cold Drink,Drinks,393,117,67,50,30,Cloudy,No,3.2
2025-08-06,Wednesday,Evening,Tea,Drinks,208,91,37,54,15,Sunny,No,4.6
2025-07-12,Saturday,Evening,Cold Drink,Drinks,316,110,52,58,30,Rainy,No,4.6
2025-10-16,Thursday,Breakfast,Tea,Drinks,338,109,48,61,15,Rainy,Yes,3.9
2025-08-21,Thursday,Evening,Veg Thali,Meals,360,135,95,40,90,Rainy,No,3.4
2025-05-29,Thursday,Lunch,Coffee,Drinks,344,122,72,50,25,Sunny,No,4.3
2025-03-29,Saturday,Breakfast,Veg Sandwich,Snacks,205,93,35,58,40,Sunny,No,3.5
2025-03-23,Sunday,Evening,Cold Drink,Drinks,189,82,20,62,30,Sunny,No,3.3
2025-01-24,Friday,Lunch,Tea,Drinks,532,187,183,4,15,Cloudy,Yes,3.3
2025-12-02,Tuesday,Lunch,Veg Sandwich,Snacks,322,119,68,51,40,Cloudy,Yes,3.9
2025-10-09,Thursday,Breakfast,Veg Sandwich,Snacks,563,171,161,10,40,Sunny,Yes,3.4
2025-05-18,Sunday,Breakfast,Masala Dosa,Meals,174,85,19,66,60,Cloudy,No,4.4
2025-11-23,Sunday,Breakfast,Vada Pav,Snacks,195,84,26,58,25,Cloudy,Yes,4.1
2025-02-01,Saturday,Evening,Idli,Breakfast,323,102,50,52,35,Cloudy,No,3.9
2025-03-24,Monday,Lunch,Samosa,Snacks,435,144,104,40,20,Sunny,Yes,4.2
2025-07-07,Monday,Lunch,Veg Thali,Meals,531,166,157,9,90,Rainy,Yes,4.8
2025-07-15,Tuesday,Lunch,Tea,Drinks,221,102,49,53,15,Rainy,Yes,4.4
2025-06-15,Sunday,Breakfast,Tea,Drinks,328,127,79,48,15,Sunny,Yes,4.7
2025-05-09,Friday,Lunch,Masala Dosa,Meals,397,129,86,43,60,Sunny,No,3.1
2025-06-05,Thursday,Breakfast,Pav Bhaji,Meals,223,93,39,54,70,Sunny,No,4.5
2025-09-10,Wednesday,Breakfast,Veg Sandwich,Snacks,153,77,17,60,40,Rainy,No,3.1
2025-11-23,Sunday,Evening,Masala Dosa,Meals,562,158,141,17,60,Cloudy,No,3.4
2025-12-02,Tuesday,Breakfast,Vada Pav,Snacks,249,108,48,60,25,Cloudy,No,4.9
2025-12-01,Monday,Breakfast,Tea,Drinks,173,78,19,59,15,Cloudy,Yes,5.0
2025-01-29,Wednesday,Breakfast,Veg Sandwich,Snacks,472,142,107,35,40,Cloudy,Yes,3.5
2025-07-22,Tuesday,Lunch,Cold Drink,Drinks,172,87,30,57,30,Sunny,Yes,4.3
2025-08-11,Monday,Breakfast,Coffee,Drinks,515,144,109,35,25,Rainy,Yes,4.3
2025-01-12,Sunday,Breakfast,Pav Bhaji,Meals,321,119,70,49,70,Rainy,Yes,4.2
2025-10-21,Tuesday,Breakfast,Veg Thali,Meals,287,110,54,56,90,Rainy,Yes,3.2
2025-11-13,Thursday,Breakfast,Vada Pav,Snacks,554,165,155,10,25,Rainy,No,4.8
2025-08-02,Saturday,Evening,Vada Pav,Snacks,221,101,43,58,25,Cloudy,No,4.8
2025-02-24,Monday,Evening,Veg Thali,Meals,518,154,132,22,90,Cloudy,Yes,3.1
2025-07-16,Wednesday,Breakfast,Masala Dosa,Meals,362,109,56,53,60,Sunny,No,3.2
2025-07-14,Monday,Breakfast,Tea,Drinks,439,129,89,40,15,Sunny,Yes,3.4
2025-07-13,Sunday,Breakfast,Veg Thali,Meals,315,107,47,60,90,Sunny,Yes,3.4
2025-07-17,Thursday,Lunch,Veg Thali,Meals,286,112,59,53,90,Cloudy,Yes,4.9
2025-08-01,Friday,Breakfast,Pav Bhaji,Meals,598,171,166,5,70,Sunny,No,5.0
2025-11-10,Monday,Breakfast,Pav Bhaji,Meals,361,126,71,55,70,Cloudy,No,4.3
2025-12-20,Saturday,Evening,Veg Thali,Meals,442,143,110,33,90,Sunny,No,5.0
2025-01-15,Wednesday,Lunch,Veg Sandwich,Snacks,492,147,116,31,40,Rainy,Yes,4.7
2025-07-21,Monday,Breakfast,Vada Pav,Snacks,506,168,158,10,25,Rainy,Yes,4.8
2025-10-27,Monday,Evening,Coffee,Drinks,184,80,20,60,25,Cloudy,No,4.0
2025-11-08,Saturday,Lunch,Pav Bhaji,Meals,166,83,18,65,70,Sunny,Yes,4.4
2025-08-19,Tuesday,Evening,Coffee,Drinks,545,150,126,24,25,Rainy,No,3.9
2025-11-30,Sunday,Lunch,Cold Drink,Drinks,359,119,66,53,30,Rainy,Yes,3.8
2025-03-14,Friday,Lunch,Tea,Drinks,360,128,84,44,15,Sunny,No,3.7
2025-03-14,Friday,Lunch,Samosa,Snacks,366,123,68,55,20,Sunny,Yes,4.6
2025-05-21,Wednesday,Breakfast,Vada Pav,Snacks,566,163,148,15,25,Rainy,No,4.2
2025-09-24,Wednesday,Lunch,Samosa,Snacks,257,109,59,50,20,Cloudy,Yes,4.1
2025-11-25,Tuesday,Lunch,Veg Thali,Meals,525,184,184,0,90,Cloudy,Yes,4.1
2025-01-20,Monday,Breakfast,Vada Pav,Snacks,553,165,154,11,25,Cloudy,Yes,3.2
2025-03-05,Wednesday,Breakfast,Vada Pav,Snacks,205,98,37,61,25,Sunny,Yes,4.0
2025-09-15,Monday,Lunch,Samosa,Snacks,448,155,136,19,20,Sunny,No,4.9
2025-07-12,Saturday,Evening,Masala Dosa,Meals,196,90,30,60,60,Sunny,No,3.1
2025-09-20,Saturday,Breakfast,Cold Drink,Drinks,231,103,41,62,30,Rainy,No,3.2
2025-10-29,Wednesday,Evening,Masala Dosa,Meals,428,123,76,47,60,Cloudy,Yes,3.4
2025-02-03,Monday,Lunch,Vada Pav,Snacks,584,162,154,8,25,Sunny,Yes,5.0
2025-09-05,Friday,Evening,Coffee,Drinks,472,135,96,39,25,Rainy,Yes,4.5
2025-12-18,Thursday,Evening,Cold Drink,Drinks,489,132,94,38,30,Rainy,Yes,4.4
2025-03-31,Monday,Breakfast,Tea,Drinks,488,159,143,16,15,Sunny,No,3.7
2025-06-08,Sunday,Breakfast,Vada Pav,Snacks,413,143,102,41,25,Cloudy,No,4.9
2025-11-02,Sunday,Evening,Idli,Breakfast,257,105,49,56,35,Rainy,No,3.5
2025-02-09,Sunday,Breakfast,Coffee,Drinks,299,104,48,56,25,Rainy,Yes,3.9
2025-05-24,Saturday,Breakfast,Coffee,Drinks,261,103,39,64,25,Sunny,Yes,4.7
2025-02-21,Friday,Evening,Cold Drink,Drinks,599,186,183,3,30,Cloudy,Yes,4.3
2025-11-03,Monday,Evening,Cold Drink,Drinks,250,105,41,64,30,Sunny,Yes,3.2
2025-07-13,Sunday,Breakfast,Cold Drink,Drinks,160,82,16,66,30,Sunny,No,4.9
2025-08-26,Tuesday,Breakfast,Vada Pav,Snacks,415,144,114,30,25,Sunny,No,4.3
2025-01-17,Friday,Lunch,Coffee,Drinks,226,99,39,60,25,Sunny,Yes,4.3
2025-12-06,Saturday,Lunch,Tea,Drinks,335,119,61,58,15,Cloudy,Yes,3.1
2025-03-18,Tuesday,Lunch,Coffee,Drinks,192,92,38,54,25,Cloudy,Yes,3.9
2025-06-12,Thursday,Breakfast,Idli,Breakfast,587,156,131,25,35,Rainy,No,4.4
2025-12-24,Wednesday,Evening,Tea,Drinks,198,90,25,65,15,Sunny,No,4.8
2025-03-30,Sunday,Evening,Samosa,Snacks,409,133,87,46,20,Cloudy,Yes,3.1
2025-01-13,Monday,Lunch,Veg Thali,Meals,460,167,155,12,90,Sunny,Yes,3.8
2025-10-10,Friday,Evening,Coffee,Drinks,355,118,65,53,25,Rainy,Yes,4.6
2025-03-01,Saturday,Evening,Pav Bhaji,Meals,387,115,55,60,70,Sunny,Yes,4.7
2025-03-22,Saturday,Breakfast,Coffee,Drinks,268,101,41,60,25,Cloudy,No,4.3
2025-08-31,Sunday,Breakfast,Idli,Breakfast,322,106,42,64,35,Cloudy,No,3.4
2025-02-05,Wednesday,Evening,Masala Dosa,Meals,429,122,71,51,60,Cloudy,No,4.9
2025-12-14,Sunday,Evening,Masala Dosa,Meals,482,157,131,26,60,Cloudy,Yes,3.7
2025-10-29,Wednesday,Evening,Veg Sandwich,Snacks,353,123,70,53,40,Sunny,No,3.2
2025-03-02,Sunday,Evening,Pav Bhaji,Meals,188,80,23,57,70,Rainy,Yes,4.9
2025-02-25,Tuesday,Breakfast,Idli,Breakfast,591,189,189,0,35,Rainy,Yes,3.5
2025-08-10,Sunday,Breakfast,Masala Dosa,Meals,500,131,85,46,60,Sunny,Yes,4.8
2025-01-14,Tuesday,Lunch,Coffee,Drinks,594,163,152,11,25,Rainy,Yes,3.2
2025-01-30,Thursday,Evening,Veg Thali,Meals,517,153,131,22,90,Cloudy,Yes,3.7
2025-07-12,Saturday,Breakfast,Cold Drink,Drinks,486,138,103,35,30,Cloudy,No,3.6
2025-07-20,Sunday,Evening,Samosa,Snacks,467,131,83,48,20,Cloudy,No,4.8
2025-12-14,Sunday,Breakfast,Veg Sandwich,Snacks,247,97,38,59,40,Cloudy,Yes,4.6
2025-12-16,Tuesday,Lunch,Coffee,Drinks,535,163,154,9,25,Sunny,Yes,4.1
2025-12-30,Tuesday,Breakfast,Coffee,Drinks,403,121,70,51,25,Rainy,Yes,4.1
2025-07-30,Wednesday,Breakfast,Veg Thali,Meals,504,146,120,26,90,Rainy,No,4.7
2025-07-06,Sunday,Lunch,Pav Bhaji,Meals,263,116,59,57,70,Sunny,Yes,5.0
2025-08-08,Friday,Evening,Idli,Breakfast,510,165,149,16,35,Cloudy,No,3.9
2025-08-16,Saturday,Breakfast,Veg Thali,Meals,417,123,72,51,90,Rainy,Yes,3.7
2025-11-14,Friday,Breakfast,Tea,Drinks,326,116,61,55,15,Sunny,No,3.9
2025-01-05,Sunday,Breakfast,Pav Bhaji,Meals,432,146,113,33,70,Rainy,No,4.1
2025-05-25,Sunday,Evening,Vada Pav,Snacks,377,118,72,46,25,Sunny,No,4.6
2025-09-29,Monday,Breakfast,Vada Pav,Snacks,290,101,44,57,25,Sunny,Yes,4.5
2025-02-07,Friday,Breakfast,Vada Pav,Snacks,531,144,110,34,25,Rainy,No,3.2
2025-06-10,Tuesday,Breakfast,Samosa,Snacks,174,85,20,65,20,Sunny,Yes,3.6
2025-03-08,Saturday,Evening,Idli,Breakfast,178,79,20,59,35,Sunny,No,4.7
2025-05-14,Wednesday,Evening,Samosa,Snacks,440,126,80,46,20,Sunny,Yes,3.7
2025-02-19,Wednesday,Breakfast,Veg Sandwich,Snacks,452,153,134,19,40,Rainy,No,4.4
2025-01-16,Thursday,Evening,Vada Pav,Snacks,301,100,41,59,25,Rainy,Yes,4.2
2025-11-08,Saturday,Breakfast,Veg Thali,Meals,519,152,121,31,90,Cloudy,No,4.2
2025-08-30,Saturday,Lunch,Tea,Drinks,375,146,118,28,15,Rainy,Yes,4.8
2025-03-17,Monday,Breakfast,Coffee,Drinks,581,147,118,29,25,Rainy,Yes,4.4
2025-03-11,Tuesday,Lunch,Idli,Breakfast,552,170,166,4,35,Sunny,Yes,4.3
2025-07-21,Monday,Lunch,Vada Pav,Snacks,422,138,102,36,25,Cloudy,Yes,3.9
2025-07-18,Friday,Breakfast,Pav Bhaji,Meals,412,122,67,55,70,Rainy,No,3.2
2025-04-21,Monday,Lunch,Veg Thali,Meals,522,160,141,19,90,Rainy,Yes,3.9
2025-06-13,Friday,Lunch,Veg Thali,Meals,309,112,59,53,90,Sunny,Yes,3.2
2025-07-11,Friday,Lunch,Samosa,Snacks,253,101,39,62,20,Cloudy,Yes,5.0
2025-03-16,Sunday,Evening,Veg Sandwich,Snacks,512,133,91,42,40,Cloudy,No,4.9
2025-07-17,Thursday,Evening,Coffee,Drinks,302,102,50,52,25,Sunny,No,4.6
2025-01-24,Friday,Evening,Samosa,Snacks,413,120,69,51,20,Cloudy,No,4.9
2025-01-12,Sunday,Evening,Veg Thali,Meals,435,151,119,32,90,Sunny,No,4.0
2025-12-23,Tuesday,Breakfast,Samosa,Snacks,333,116,67,49,20,Rainy,Yes,3.0
2025-11-21,Friday,Evening,Masala Dosa,Meals,537,171,171,0,60,Cloudy,Yes,3.5
2025-01-19,Sunday,Lunch,Veg Sandwich,Snacks,559,187,187,0,40,Cloudy,Yes,3.3
2025-07-18,Friday,Breakfast,Cold Drink,Drinks,198,90,37,53,30,Rainy,No,3.2
2025-02-23,Sunday,Breakfast,Masala Dosa,Meals,163,88,28,60,60,Cloudy,Yes,3.2
2025-11-03,Monday,Evening,Tea,Drinks,384,129,82,47,15,Sunny,No,4.6
2025-11-01,Saturday,Lunch,Cold Drink,Drinks,184,90,30,60,30,Cloudy,Yes,3.2
2025-05-19,Monday,Breakfast,Tea,Drinks,557,157,141,16,15,Rainy,Yes,3.7
2025-09-10,Wednesday,Breakfast,Veg Sandwich,Snacks,377,139,95,44,40,Sunny,Yes,5.0
2025-03-12,Wednesday,Lunch,Samosa,Snacks,491,145,110,35,20,Rainy,Yes,3.2
2025-11-14,Friday,Lunch,Veg Sandwich,Snacks,460,152,120,32,40,Cloudy,Yes,4.6
2025-09-01,Monday,Breakfast,Veg Thali,Meals,440,139,98,41,90,Rainy,Yes,3.3
2025-09-07,Sunday,Evening,Tea,Drinks,526,155,129,26,15,Sunny,No,3.0
2025-06-03,Tuesday,Evening,Pav Bhaji,Meals,482,128,76,52,70,Sunny,Yes,3.3
2025-07-13,Sunday,Evening,Coffee,Drinks,598,147,113,34,25,Sunny,No,3.5
2025-12-13,Saturday,Evening,Coffee,Drinks,397,130,91,39,25,Sunny,No,4.9
2025-03-06,Thursday,Lunch,Cold Drink,Drinks,558,183,183,0,30,Sunny,Yes,4.0
2025-04-21,Monday,Evening,Idli,Breakfast,500,153,132,21,35,Rainy,Yes,4.3
2025-04-20,Sunday,Lunch,Cold Drink,Drinks,365,121,65,56,30,Cloudy,Yes,3.2
2025-03-10,Monday,Evening,Tea,Drinks,184,89,31,58,15,Sunny,Yes,4.4
2025-09-03,Wednesday,Lunch,Pav Bhaji,Meals,343,119,69,50,70,Rainy,No,4.6
2025-12-26,Friday,Breakfast,Coffee,Drinks,369,116,68,48,25,Rainy,No,3.3
2025-06-07,Saturday,Breakfast,Tea,Drinks,488,145,105,40,15,Cloudy,No,3.2
2025-03-10,Monday,Breakfast,Pav Bhaji,Meals,487,153,132,21,70,Sunny,No,3.5
2025-05-25,Sunday,Breakfast,Coffee,Drinks,187,82,27,55,25,Rainy,No,4.0
2025-08-12,Tuesday,Lunch,Coffee,Drinks,420,145,105,40,25,Rainy,No,4.3
2025-07-16,Wednesday,Lunch,Samosa,Snacks,267,108,51,57,20,Sunny,Yes,4.8
2025-01-23,Thursday,Evening,Vada Pav,Snacks,463,130,82,48,25,Rainy,No,3.7
2025-04-14,Monday,Evening,Pav Bhaji,Meals,595,173,164,9,70,Cloudy,Yes,3.2
2025-05-14,Wednesday,Evening,Veg Sandwich,Snacks,355,109,52,57,40,Rainy,Yes,4.3
2025-10-31,Friday,Evening,Pav Bhaji,Meals,501,155,138,17,70,Sunny,Yes,3.4
2025-03-17,Monday,Lunch,Vada Pav,Snacks,266,100,46,54,25,Cloudy,No,4.7
2025-05-31,Saturday,Breakfast,Vada Pav,Snacks,244,89,25,64,25,Rainy,No,4.0
2025-05-21,Wednesday,Lunch,Vada Pav,Snacks,295,125,78,47,25,Sunny,No,3.4
2025-08-20,Wednesday,Lunch,Idli,Breakfast,533,170,170,0,35,Cloudy,No,4.4
2025-03-15,Saturday,Breakfast,Veg Sandwich,Snacks,391,114,59,55,40,Rainy,Yes,3.8
2025-01-22,Wednesday,Evening,Veg Sandwich,Snacks,361,111,57,54,40,Cloudy,No,3.8
2025-11-09,Sunday,Lunch,Vada Pav,Snacks,296,119,68,51,25,Rainy,Yes,4.4
2025-02-20,Thursday,Lunch,Pav Bhaji,Meals,158,85,25,60,70,Cloudy,No,3.5
2025-10-23,Thursday,Lunch,Masala Dosa,Meals,593,165,155,10,60,Rainy,Yes,4.6
2025-10-19,Sunday,Lunch,Veg Thali,Meals,235,109,58,51,90,Cloudy,Yes,3.4
2025-07-07,Monday,Lunch,Pav Bhaji,Meals,190,95,42,53,70,Rainy,Yes,3.9
2025-01-26,Sunday,Evening,Vada Pav,Snacks,512,149,118,31,25,Sunny,Yes,4.8
2025-08-05,Tuesday,Lunch,Idli,Breakfast,466,150,119,31,35,Sunny,No,3.5
2025-05-23,Friday,Evening,Samosa,Snacks,387,137,98,39,20,Rainy,Yes,4.4
2025-01-22,Wednesday,Evening,Idli,Breakfast,510,169,166,3,35,Cloudy,No,4.9
2025-07-15,Tuesday,Breakfast,Veg Thali,Meals,358,125,83,42,90,Rainy,Yes,4.8
2025-12-21,Sunday,Breakfast,Idli,Breakfast,263,103,50,53,35,Rainy,No,3.7
2025-05-21,Wednesday,Breakfast,Vada Pav,Snacks,238,96,30,66,25,Rainy,No,4.4
2025-05-17,Saturday,Lunch,Coffee,Drinks,561,178,178,0,25,Sunny,No,3.1
2025-11-05,Wednesday,Breakfast,Veg Thali,Meals,168,83,23,60,90,Rainy,Yes,3.3
2025-09-24,Wednesday,Evening,Masala Dosa,Meals,312,115,56,59,60,Rainy,No,3.6
2025-08-28,Thursday,Breakfast,Idli,Breakfast,261,106,54,52,35,Sunny,Yes,3.1
2025-06-21,Saturday,Evening,Idli,Breakfast,567,182,176,6,35,Cloudy,Yes,4.3
2025-05-28,Wednesday,Breakfast,Vada Pav,Snacks,591,163,145,18,25,Cloudy,No,4.9
2025-01-24,Friday,Lunch,Cold Drink,Drinks,317,128,86,42,30,Cloudy,No,3.1
2025-11-11,Tuesday,Breakfast,Vada Pav,Snacks,413,141,99,42,25,Rainy,No,3.1
2025-02-09,Sunday,Evening,Samosa,Snacks,475,130,78,52,20,Sunny,Yes,3.3
2025-07-12,Saturday,Breakfast,Pav Bhaji,Meals,339,116,68,48,70,Cloudy,Yes,3.9
2025-02-16,Sunday,Evening,Veg Thali,Meals,183,92,28,64,90,Sunny,No,4.7
2025-10-02,Thursday,Lunch,Tea,Drinks,298,117,65,52,15,Rainy,No,3.0
2025-11-13,Thursday,Breakfast,Veg Thali,Meals,469,131,80,51,90,Rainy,No,3.7
2025-02-25,Tuesday,Evening,Cold Drink,Drinks,338,111,50,61,30,Cloudy,No,4.7
2025-09-06,Saturday,Breakfast,Cold Drink,Drinks,204,85,20,65,30,Sunny,Yes,3.6
2025-10-13,Monday,Evening,Tea,Drinks,267,103,41,62,15,Cloudy,No,4.2
2025-07-08,Tuesday,Lunch,Cold Drink,Drinks,325,118,72,46,30,Rainy,No,4.9
2025-07-30,Wednesday,Lunch,Coffee,Drinks,169,86,28,58,25,Sunny,No,4.4
2025-05-26,Monday,Breakfast,Vada Pav,Snacks,468,150,124,26,25,Rainy,Yes,3.2
2025-02-17,Monday,Lunch,Veg Sandwich,Snacks,515,153,131,22,40,Rainy,No,3.5
2025-06-17,Tuesday,Evening,Tea,Drinks,196,83,29,54,15,Sunny,No,3.2
2025-01-04,Saturday,Breakfast,Coffee,Drinks,282,98,34,64,25,Rainy,Yes,5.0
2025-11-14,Friday,Lunch,Idli,Breakfast,412,128,86,42,35,Cloudy,Yes,4.0
2025-12-17,Wednesday,Lunch,Coffee,Drinks,197,98,38,60,25,Cloudy,No,3.8
2025-12-20,Saturday,Breakfast,Idli,Breakfast,500,146,114,32,35,Cloudy,No,4.7
2025-12-27,Saturday,Evening,Samosa,Snacks,527,153,133,20,20,Cloudy,No,3.7
2025-12-24,Wednesday,Evening,Veg Sandwich,Snacks,446,142,108,34,40,Cloudy,Yes,4.8
2025-01-15,Wednesday,Evening,Pav Bhaji,Meals,455,136,88,48,70,Rainy,Yes,4.7
2025-03-07,Friday,Lunch,Tea,Drinks,541,181,172,9,15,Sunny,No,3.5
2025-07-06,Sunday,Breakfast,Veg Sandwich,Snacks,410,123,67,56,40,Cloudy,Yes,4.7
2025-03-25,Tuesday,Lunch,Tea,Drinks,397,144,114,30,15,Cloudy,No,3.8
2025-12-01,Monday,Evening,Coffee,Drinks,524,172,163,9,25,Sunny,No,3.1
2025-01-28,Tuesday,Evening,Samosa,Snacks,153,85,27,58,20,Cloudy,Yes,4.5
2025-09-11,Thursday,Breakfast,Vada Pav,Snacks,295,105,46,59,25,Rainy,No,4.7
2025-08-18,Monday,Breakfast,Masala Dosa,Meals,282,112,52,60,60,Sunny,No,3.9
2025-02-09,Sunday,Evening,Veg Sandwich,Snacks,177,89,33,56,40,Sunny,No,3.1
2025-10-01,Wednesday,Breakfast,Masala Dosa,Meals,481,136,96,40,60,Cloudy,No,3.6
2025-07-11,Friday,Breakfast,Tea,Drinks,256,95,38,57,15,Cloudy,No,4.7
2025-12-19,Friday,Breakfast,Cold Drink,Drinks,354,117,67,50,30,Rainy,Yes,4.3
2025-04-30,Wednesday,Lunch,Samosa,Snacks,182,88,26,62,20,Cloudy,Yes,4.6
2025-11-29,Saturday,Lunch,Pav Bhaji,Meals,175,85,22,63,70,Cloudy,No,4.7
2025-01-14,Tuesday,Lunch,Veg Thali,Meals,181,91,30,61,90,Rainy,No,3.2
2025-09-19,Friday,Breakfast,Tea,Drinks,587,165,152,13,15,Rainy,Yes,3.8
2025-05-07,Wednesday,Evening,Masala Dosa,Meals,168,88,24,64,60,Sunny,Yes,3.6
2025-02-07,Friday,Breakfast,Coffee,Drinks,392,124,71,53,25,Sunny,No,3.9
2025-09-09,Tuesday,Breakfast,Samosa,Snacks,512,169,168,1,20,Cloudy,No,3.1
2025-06-25,Wednesday,Breakfast,Samosa,Snacks,542,171,171,0,20,Rainy,Yes,4.2
2025-05-02,Friday,Lunch,Veg Sandwich,Snacks,445,134,88,46,40,Rainy,No,4.7
2025-11-14,Friday,Lunch,Pav Bhaji,Meals,201,88,24,64,70,Sunny,Yes,4.3
2025-10-19,Sunday,Evening,Tea,Drinks,544,146,116,30,15,Rainy,No,3.6
2025-03-14,Friday,Breakfast,Veg Sandwich,Snacks,493,144,110,34,40,Cloudy,No,3.6
2025-05-08,Thursday,Lunch,Coffee,Drinks,168,84,20,64,25,Rainy,No,3.3
2025-07-31,Thursday,Breakfast,Cold Drink,Drinks,547,156,131,25,30,Cloudy,Yes,3.2
2025-02-02,Sunday,Evening,Samosa,Snacks,303,116,64,52,20,Cloudy,Yes,4.8
2025-06-09,Monday,Lunch,Veg Thali,Meals,179,89,27,62,90,Sunny,Yes,3.2
2025-05-11,Sunday,Lunch,Veg Thali,Meals,243,102,39,63,90,Sunny,No,4.7
2025-09-13,Saturday,Breakfast,Idli,Breakfast,243,98,36,62,35,Rainy,Yes,3.2
2025-02-24,Monday,Lunch,Cold Drink,Drinks,347,128,78,50,30,Sunny,No,5.0
2025-11-23,Sunday,Evening,Veg Thali,Meals,315,119,72,47,90,Sunny,Yes,4.1
2025-03-05,Wednesday,Evening,Tea,Drinks,372,129,88,41,15,Sunny,No,4.7
2025-01-15,Wednesday,Evening,Idli,Breakfast,435,144,112,32,35,Rainy,Yes,4.5
